text,label
knowyetunde hasnt sent money yet sent text bother sending dont involve anything shouldnt imposed anything first place apologise,0
ill probably around mu lot,0
mah b ill pick tomorrow,0
make sure alex know birthday fifteen minute far youre concerned,0
noe la u wana pei bf oso rite k lor day den,0
love ya try budget money better babe gary would freak knew,0
dont necessarily expect done get back though im headin,0
oh phone phoned disconnected,0
ok also wan 2 watch e 9 pm show,0
hi babe im home wan na something xx,0
ill see prolly yeah,0
great hope using connection mode men also co never know old friend lead today,0
much buzy,0
rajipls favour pls convey birthday wish nimya pls today birthday,0
love daddy make scream pleasure going slap dick,0
true lov n care wil nevr go unrecognized though somone often make mistake valuing definitly undrstnd start missing,0
dont know support srt thnk think ps3 play usb,0
already one guy loving,0
yeah hopefully tyler cant could maybe ask around bit,0
convey regard,0
thank callingforgot say happy onam sirjii fine remembered met insurance personmeet qatar insha allahrakhesh ex tata aig joined tisscotayseer,0
ugh got ta drive back sd la butt sore,0
de looking good,0
alrite jod hows revision goin keris bin doin smidgin n e way u wan na cum collegexx,0
hungry buy food good lei mum n yun dun wan juz buy little bit,0
oh 4 outside player allowed play know,0
got ur mail dileepthank muchand look forward lot supportvery less contact hereremember one venugopal mentionedtomorrow latei shall try come till theregoodnight dear,0
lil fever fine,0
im done studyn library,0
awesome ill see bit,0
yeah thats wa thinking,0
hey mr whats name bill brison book one language word,0
still around looking pick later,0
22 146tf150p,1
want inside every night,0
got called tool,0
messagesome text missing sendername missing number missing sentdate missing missing u lot thats everything missing sent via fullonsmscom,0
youll rcv msg chat svc free hardcore service text go 69988 u get nothing u must age verify yr network try,1
hello going village pub 8 either come accordingly ok,0
angry happen dear,0
hi chikku send nice msg,0
2 student solved cat question xam 532 ltgt 924 ltgt 863 ltgt 725 tell answer u r brilliant1thingi got answr,0
1000 flirting txt girl bloke ur name age eg girl zoe 18 8007 join get chatting,1
ill b going 2 sch mon si need 2 take smth,0
oh grand bit party doesnt mention cover charge probably first come first served,0
watching ajith film ah,0
house water dock boat rolled newscaster dabbles jazz flute behind wheel,0
2 sleeping bag 1 blanket paper phone detail anything else,0
every mondaynxt week vl completing,0
wat uniform get,0
urgent mobile 07808726822 wa awarded å£2000 bonus caller prize 020903 2nd attempt contact call 08718729758 box95qu,1
oh brand,0
waiti come ltgt min,0
enjoy shower possessiveness poured u ur loved one bcoz world lie golden gift loved truly,0
hows queen going royal wedding,0
r u saying order slipper co pay returning,0
ltgt k oh send home sale,0
sorryin meeting ill call later,0
alex know guy sell mids south tampa dont think could set like 8,0
eat jap done oso aft ur lect wat ìï got lect 12 rite,0
horrible bf v hungry,0
miss call miss call khelate kintu opponenter miss call dhorte lage thats rule one great phone receiving quality win,0
carlosll minute still need buy,0
oh ic thought meant mary jane,0
ard 530 lor ok message ì lor,0
ur chance win å£250 wkly shopping spree txt shop 80878 tscs wwwtxt2shopcom custcare 08715705022 1x150pwk,1
awesome question cute answer someone asked boy ur life smiled amp answered fine gudnite,0
haha hope ì hear receipt sound gd luck,0
thanks yesterday sir wonderful hope enjoyed burial mojibiola,0
yar wanted 2 scold u yest late already got zhong se qing u ask b4 ask ill go w u lor n u still act real,0
hi dear saw dear happy battery low,0
u receive msg,0
u 447801259231 secret admirer looking 2 make contact ufind rreveal think ur specialcall 09058094597,1
bbq sat mine 6ish ur welcome 2 come,0
go opening room til thanksgiving without upcharge,0
,0
urgent trying contact last weekend draw show å£900 prize guaranteed call 09061701851 claim code k61 valid 12hours,1
ki send ltgt min,0
number sir,0
bus leaf ltgt,0
somewhr someone surely made 4 u god ha decided perfect time make u meet dat person till den enjoy ur crush,0
lara said loan ltgt,0
hmph go head big baller,0
cool text youre ready,0
dear relieved westonzoyland going plan end,0
done internet connection v slow canû÷t send try later first thing tomo,0
lol grr mom taking forever prescription pharmacy like 2 minute away ugh,0
fri ah okie lorgoin 4 drivin den go shoppin tt,0
mom want know,0
way school pls send ashleys number,0
beautiful truth gravity read carefully heart feel light someone feel heavy someone leaf good night,0
ask princess,0
would im still cozy exhausted last nightnobody went school work everything closed,0
carlos taking sweet time usual let know patty donewant smoke ill tell haul,0
nope im still market,0
someone u know ha asked dating service 2 contact cant guess call 09058091854 revealed po box385 m6 6wu,1
gon na get rimac access,0
well done 4 costa del sol holiday å£5000 await collection call 09050090044 toclaim sae tc pobox334 stockport sk38xh costå£150pm max10mins,1
ive got ltgt way could pick,0
lol yes add spice day,0
registered subscriber yr draw 4 å£100 gift voucher b entered receipt correct next olympics txt 80062,1
die accidentally deleted e msg suppose 2 put e sim archive haiz sad,0
released vday shirt u put make bottom half naked instead white underwear,0
like,0
safe trip nigeria wish happiness soon company share moment,0
cant dont number,0
abeg make profit start using get sponsor next event,0
keep safe need miss already envy everyone see real life,0
welp apparently retired,0
wa callin say hi take care bruv,0
hi happy new year dont mean intrude pls let know much tuition paid last semester much semester thanks,0
promotion number 8714714 ur awarded city break could win å£200 summer shopping spree every wk txt store 88039 skilgme tscs087147403231winawkage16 å£150perwksub,1
dear subscriber ur draw 4 å£100 gift voucher b entered receipt correct wa elvis presley birthday txt answer 80062,1
free messagethanks using auction subscription service 18 150pmsgrcvd 2 skip auction txt 2 unsubscribe txt stop customercare 08718726270,1
okok okthenwhats ur today plan,0
lol ouch wish id stayed bit longer,0
ever thought living good life perfect partner txt back name age join mobile community 100psms,1
come tomorrow di,0
call didnt see facebook huh,0
double min double txt 12 price linerental latest orange bluetooth mobile call mobileupd8 latest offer 08000839402 call2optoutlf56,1
lady first genus second k,0
lol ok didnt remember til last nite,0
yun buying school got offer 2000 plus,0
guaranteed å£1000 cash å£2000 prize claim yr prize call customer service representative 08714712412 10am7pm cost 10p,1
depends u going lor,0
yup im elaborating safety aspect issue,0
aight pick open tonight,0
hopeing wasnû÷t pissed remember ha gone sister something,0
ill call evening ill idea,0
wa born god said oh another idiot born,0
reading gud habit nan bari hudgi yorge pataistha ertini kano,0
xmas prize draw trying contact u today draw show å£2000 prize guaranteed call 09058094565 land line valid 12hrs,1
anything lor,0
call say coming today ok tell fool like ok,0
dear uve invited xchat final attempt contact u txt chat 86688,1
feb ltgt love u day send dis ur valued frnds evn 3 come back ull gt married person u luv u ignore dis u lose ur luv 4 evr,0
iû÷m parked next mini coming today think,0
mmmmmmm snuggle deep contented sigh whisper fucking love much barely stand,0
seems unnecessarily affectionate,0
happy new year hope good semester,0
finally ready fyi,0
hiya good day spoken since weekend,0
hi durban still number,0
kent vale lor ìï wait 4 ar,0
planning come chennai,0
call u finish come n pick u,0
uncle atlanta wish guy great semester,0
aiyo u always c ex one dunno abt mei reply first time u reply fast lucky workin huh got bao ur sugardad ahgee,0
hmmm thk sure got time hop ard ya go 4 free abt muz call u discus liao,0
ill meet lobby,0
staying town,0
im school n ill da lab stuff give call ì r done,0
good weekend,0
da vijay going talk jaya tv,0
babe im answering cant see maybe youd better reboot ym got photo great,0
whats significance,0
said look pretty wif long hair wat thk cutting quite short 4 leh,0
today accept dayu accept brother sister lover dear1 best1 clos1 lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd rply mean enemy,0
small problem auctionpunj asking tiwary,0
4 oclock mine bash flat plan,0
xy trying smth u eat already havent,0
arent coming home class right need work shower,0
hiya wa last night ive naughty bought clothes little ready shopping tho kind time wan na meet,0
make lasagna vodka,0
got meh,0
fantasy football back tv go sky gamestar sky active play å£250k dream team scoring start saturday register nowsky opt 88088,1
really dun bluff leh u sleep early nite,0
also sir sent email log usc payment portal ill send another message explain thing back home great weekend,0
babe lost try rebooting,0
many lick doe take get center tootsie pop,0
course make stink,0
hiwhat think match,0
much gave morning,0
tomorrow onwards eve 6 3 work,0
ltgt pple marry lover becz hav gud undrstndng dat avoids problem sent dis 2 u u wil get gud news friday person like tomorrow best day life dont break chain break suffer send ltgt frnds ltgt min whn u read,0
appt lttimegt fault u dont listen told u twice,0
england v macedonia dont miss goalsteam news txt ur national team 87077 eg england 87077 trywales scotland 4txtì¼120 poboxox36504w45wq 16,1
yes trust u buy new stuff asap try,0
word checkmate chess come persian phrase shah maat mean king dead goodmorning good day,0
well good morning mr hows london treatin ya treacle,0
got xmas radio time get,0
dude fakemy frnds got money thts im reffering uif u member wit mail link u vl credited ltgt r il getiing ltgt rsi draw acc wen ltgt r,0
rofl true name,0
ur ringtone service ha changed 25 free credit go club4mobilescom choose content stop txt club stop 87070 150pwk club4 po box1146 mk45 2wt,1
18 day euro2004 kickoff u kept informed latest news result daily unsubscribe send get euro stop 83222,1
take care n get well soon,0
wa gr8 see message r u leaving congrats dear school wat r ur plan,0
ok going sleep hope meet,0
yes dont care cause know,0
yup ok go home look timing msg ì xuhui going learn 2nd may lesson 8am,0
wat make people dearer de happiness dat u feel u meet de pain u feel u miss dem,0
captain vijaykanth comedy captain tvhe drunken,0
ill obey,0
thats fine give call know want ha question,0
wa looking,0
ha u e thing got tv 2 watch u thk 2 go tonight u already haf smth mind,0
hmmm thought said 2 hour slave 3 late punish,0
private 2003 account statement 07753741225 show 800 unredeemed point call 08715203677 identifier code 42478 expires 241004,1
hello ucall wen u finish wrki fancy meetin wiv u tonite need break dabooks 4 hr last nite2 today wrk,0
say hi drugdealer,0
yup anything lor u dun wan ok,0
ok,0
tot u reach liao said tshirt,0
e timing go w u lor,0
point hangin mr right makin u happy,0
iåõm cool ta luv vtired 2 cause doin load planning wk got social service inspection nursery take care spk sn x,0
doubt could handle 5 time per night case,0
thats good let thank god please complete drug lot water beautiful day,0
cheer card time year already,0
sunshine quiz wkly q win top sony dvd player u know country algarve txt ansr 82277 å£150 sptyrone,1
trip wa ok quite tiring lor uni start today ok 4 co im taking module jus concentrating final yr project,0
lol wa gon na last month cashed left ltgt case wa collecting week cause announced blog,0
night ha ended another day morning ha come special way may smile like sunny ray leaf worry blue blue bay gud mrng,0
sent maga money yesterday oh,0
today vodafone number ending 4882 selected receive å£350 award number match call 09064019014 receive å£350 award,1
need come home give good lovin,0
case guess ill see campus lodge,0
smile pleasure smile pain smile trouble pours like rain smile sum1 hurt u smile becoz someone still love see u smiling,0
aww must nearly deadwell jez iscoming todo workand whilltake forever,0
know people still town,0
lol take member said aunt flow didnt visit 6 month cause developed ovarian cyst bc way shrink,0
speak feel word better silence gud mrng,0
ya came ago,0
ive searching right word thank breather promise wont take help granted fulfil promise wonderful blessing time,0
im da bus going home,0
probably wont eat today think im gon na pop wa weekend u miss,0
hey ive booked 2 lesson sun liao,0
fair enough anything going,0
waaaat lololo ok next time,0
havent stuck orchard dad car going 4 dinner u leh r free tonight,0
gettin bit arty collage mo well tryin 2 ne way got roast min lovely shall enjoy,0
k tell anything,0
aight sound good want come,0
free call sir,0
okie,0
said problem let know,0
private 2003 account statement 07808247860 show 800 unredeemed point call 08719899229 identifier code 40411 expires 061104,1
sorry vikky im watching olave mandara movie kano trishul theatre wit frnds,0
gud ni8 dearslp welltake careswt dreamsmuah,0
fetch yun u fetch,0
haha yup hopefully lose kg mon hip hop go orchard weigh,0
nationwide auto centre something like newport road liked,0
meant apology texting get drug ltgt night,0
okie,0
one slice one breadstick lol,0
sorry man account dry would want could trade back half could buy shit credit card,0
r u sam p eachother meet go 2 house,0
someone u know ha asked dating service 2 contact cant guess call 09058091854 revealed po box385 m6 6wu,1
well pay like ltgt yr difficult,0
change fb jaykwon thuglyfe falconerf,0
2marrow wed ltgt 2 aha,0
give sec think think,0
infact happy new year seeing,0
pain couldnt come worse time,0
important information 4 orange user 0789xxxxxxx today lucky day2find log onto httpwwwurawinnercom fantastic surprise awaiting,1
ha lot used one babe model doesnt help youi bring hell match,0
haha mayb ure rite u know well da feeling liked someone gd lor u faster go find one gal group attached liao,0
sister cleared two round birla soft yesterday,0
liked new mobile,0
hey come online use msn,0
1 new voicemail please call 08719181513,1
û anyway many good evening u,0
7 go ok na,0
hi darlin im helen fone im gon na b prince 2 nite please come tb love kate,0
cant pick phone right pls send message,0
pls send comprehensive mail im paying much,0
home always chat,0
whats room number wan na make sure im knocking right door,0
long ha since screamed princess,0
yup ok thanx,0
lol would despite cramp like girl,0
im viveki got call number,0
registered optin subscriber ur draw 4 å£100 gift voucher entered receipt correct 80062 whats no1 bbc chart,1
wake ltgt morning,0
aight call youre close,0
ya knw u vl givits ok thanks kanoanyway enjoy wit ur family wit 1st salary,0
dont give monkey wot think certainly dont mind friend mineall dont sleep wiv wud annoyin,0
u want come backa beautiful necklace token heart youthats give wife likingbe seeno one give thatdont call mei wait till come,0
wishing wonderful week,0
hear loud scream ltgt minute cause gyno shoving thing dont belong,0
nite,0
make cry stuff happens top everything else push edge dont underdtand often cry sorry sorry life,0
good afternoon love job prospect missing lazy bleak hmmm happy filled love,0
dont worry guess busy,0
contacted dating service someone know find call land line 09050000878 pobox45w2tg150p,1
oh ki think wi nz player unsold,0
whats coming hill monster hope great day thing r going fine busy though,0
ur cashbalance currently 500 pound maximize ur cashin send go 86688 150pmsg cc 08718720201 po box 11414 tcrw1,1
hitechnical supportproviding assistance u customer call email,0
welcome select o2 service added benefit call specially trained advisor free mobile dialling 402,1
came look flat seems ok 50 away alot wiv work got woman coming 630,0
got seventeen pound seven hundred ml ûò hope ok,0
free ringtone waiting collected simply text password mix 85069 verify get usher britney fml,1
1 tension face 2 smiling face 3 waste face 4 innocent face 5terror face 6cruel face 7romantic face 8lovable face 9decent face ltgt joker face,0
today voda number ending 5226 selected receive 350 award hava match please call 08712300220 quoting claim code 1131 standard rate app,1
anything special,0
maybe pressies,0
whats bruv hope great break rewarding semester,0
u konw waht rael friendship im gving yuo exmpel jsut ese tihs msg evrey splleing tihs msg wrnog bt sitll yuo raed wihtuot ayn mitsake goodnight amp nice sleepsweet dream,0
big god bring success,0
think ur smart win å£200 week weekly quiz text play 85222 nowtcs winnersclub po box 84 m26 3uz 16 gbp150week,1
sorry ill call later,0
lol u still feeling sick,0
urgent call 09066649731from landline complimentary 4 ibiza holiday å£10000 cash await collection sae tc po box 434 sk3 8wp 150ppm 18,1
take like noon,0
trying figure im suppose see couple different people week said wed get together didnt set date,0
chinatown got porridge claypot rice yam cake fishhead beehoon either eat cheap den go cafe n tok go nydc somethin,0
dice art class 6 thru 9 thanks though idea time come tomorrow,0
thanx 4 e brownie v nice,0
please call customer service representative freephone 0808 145 4742 9am11pm guaranteed å£1000 cash å£5000 prize,1
si take mokka player,0
thts wat wright brother fly,0
oh shit thought wa trip loooooool make much sense grin sofa reference wa sleep couch link sent wasnt went trip oh didnt babe go celebration rent,0
r giving second chance rahul dengra,0
text get dont call phone problem,0
hey almost forgot happy bday babe love ya,0
ill mu like ltgt second,0
im home please call,0
haha awesome ive 4u couple time alls coming,0
dint slept afternoon,0
yahoo boy bring perf legal,0
yes ammaelife take lot turn sit try hold steering,0
guai ìï shd haf seen naughty ìï free today go jogging,0
teach apps da come college,0
hey gave photo registered driving ah tmr wan na meet yck,0
promise though havent even gotten dinner yet,0
im really really broke oh amount small even ltgt,0
know someone know fancy call 09058097218 find pobox 6 ls15hb 150p,1
way,0
oktake careumma,0
hey whats charles sorry late reply,0
free tone hope enjoyed new content text stop 61610 unsubscribe help08712400602450p provided tones2youcouk,1
congrats 2 mobile 3g videophones r call 09063458130 videochat wid ur mate play java game dload polyph music noline rentl bx420 ip4 5we 150p,1
posible dnt live ltgt century cm frwd n thnk different,0
check room befor activity,0
available soiree june 3rd,0
happy new year dear brother really miss got number decided send text wishing happiness abiola,0
yo trip got postponed still stocked,0
sm ac sun0819 post helloyou seem cool,1
okey dokey iû÷ll bit sorting stuff,0
urgent trying contact last weekend draw show å£900 prize guaranteed call 09061701939 claim code s89 valid 12hrs,1
enjoy jamster videosound gold club credit 2 new videosounds2 logosmusicnews get fun jamstercouk 16only help call 09701213186,1
wont anything de,0
b4u voucher wc 2703 marsms log onto wwwb4utelecom discount credit opt reply stop customer care call 08717168528,1
cant take major role community outreach rock mel,0
k wat tht incident,0
keep ur problem ur heart,0
happy new year melody,0
ì pay first lar da stock comin,0
wat late still early mah juz go 4 dinner lor aiya dunno,0
jay say hell put ltgt,0
late need go n get da laptop,0
im work please call,0
see forwarding message proof,0
lol grin im babe thanks thinking,0
train back northampton im afraid im staying skyving today ho ho around wednesday though fancy comedy club week way,0
hi darlin im way london smashed another driver big dent im really missing u u xxx,0
haha good hear im officially paid market 8th,0
shower baby,0
petey boy whereare friendsare thekingshead come canlove nic,0
well im desperate ill call armand,0
make squeezed ltgt buck dad,0
pure hearted person wonderful smile make even hisher enemy feel guilty enemy catch world smile goodmorning amp smiley sunday,0
many time lose best one bcoz,0
cool breeze bright sun fresh flower twittering bird waiting wish u goodmorning amp nice day,0
ok u enjoy ur show,0
hey happen de alright,0
even u dont get trouble convincingjust tel twice tel neglect msg dont c read itjust dont reply,0
open rebtel firefox load put plus sign user name place show two number lower number number pick number pin display okay,0
im snowboarding trip wa wondering planning get everyone together befor goa meet greet kind affair cheer,0
nice waitshould texting right im gon na pay ticket ya know,0
hi test ltgt rd,0
camera awarded sipix digital camera call 09061221066 fromm landline delivery within 28 day,1
im inside officestill filling formsdon know leave,0
wine flowing im nevering,0
sm service inclusive text credit pls goto wwwcomuknet login unsubscribe stop extra charge help08700469649 po box420 ip4 5we,1
pls tell nelson bb longer comin money wa expecting aint coming,0
loan purpose å£500 å£75000 homeowner tenant welcome previously refused still help call free 0800 1956669 text back help,1
try something dear read something exam,0
ee msg na poortiyagi odalebeku hanumanji 7 name 1hanuman 2bajarangabali 3maruti 4pavanaputra 5sankatmochan 6ramaduth 7mahaveer ee 7 name ltgt janarige ivatte kalisidare next saturday olage ondu good news keluviri maretare inde 1 dodda problum nalli siguviri idu matra ltgt true dont neglet,0
would really appreciate call need someone talk,0
ummmmmaah many many happy return day dear sweet heart happy birthday dear,0
lol alright wa thinkin haha,0
urgent 4 costa del sol holiday å£5000 await collection call 09050090044 toclaim sae tc pobox334 stockport sk38xh costå£150pm max10mins,1
hi kindly give u back document submitted loan stapati,0
oh yah never cancel leh haha,0
said anything wrong sorry de,0
yeah still give ride,0
hey galsu wan na meet 4 dinner nìâte,0
boltblue tone 150p reply poly mono eg poly3 1 cha cha slide 2 yeah 3 slow jamz 6 toxic 8 come stop 4 tone txt,1
buzz hey love think hope day go well sleep miss babe long moment together againloving smile,0
hey project started aha da,0
sound great home,0
ur luck love someone ur fortune love one love u,0
tick tick tick could die loneliness know pout stomp foot need,0
pls clarify back open return ticket preponed go back kerala,0
love isnt decision feeling could decide love life would much simpler less magical,0
ìï eatin later im eatin wif frens lei ìï going home first,0
shop till u drop either 10k 5k å£500 cash å£100 travel voucher call 09064011000 ntt po box cr01327bt fixedline cost 150ppm mobile vary,1
okcome home vl nice meet v chat,0
truekdo u knw dis ltgt,0
wont b 215 trying 2 sort house ok,0
mean wa left early check co im working 96,0
xy ur car u picking,0
yes saw message,0
oh charge camera,0
great trip india bring light everyone project everyone lucky see smile bye abiola,0
ask u meeting da ge tmr nite,0
neither sterm voice im studying fine sure thing resolved tho anyway fab hols,0
shit really shocking scary cant imagine second def night u think somewhere could crash night save taxi,0
babe think got ur brolly left english wil bring 2mrw 4 u luv franxx,0
going goodno problembut still need little experience understand american customer voice,0
time ur flight tmr,0
damn poor zac doesnt stand chance,0
finish liao u,0
oh got many responsibility,0
free msg get gnarl barkley crazy ringtone totally free reply go message right,1
wylie tampa sarasota,0
7 wonder world 7th 6th ur style 5th ur smile 4th ur personality 3rd ur nature 2nd ur sm 1st ur lovely friendship good morning dear,0
oops mum somerset bit far back tomo see soon x,0
die e toot fringe,0
yun ahthe ubi one say ì wan call tomorrowcall 67441233 look ireneere got bus822656166382 ubi cresubi tech park6ph 1st 5wkg daysì¬n,0
oh half hour much longer syria canada eh wow must get much work done day u extra time grin,0
wait know wesley town bet doe hella drug,0
wa actually send reminder today wonderful weekend,0
frndship like needle clock though v r clock v r nt able 2 met evn v meetitz 4few second bt v alwys stay conected gud 9t,0
im coming whatever want,0
also chat wa awesome dont make regular unless see person,0
im class get text,0
supposed wake gt,0
ltgt think say syllabus,0
met stranger choose friend long world stand friendship never end let friend forever gud nitz,0
new local date area lot new people registered area reply date start 18 wwwflirtpartyus replys150,1
thats honeymoon outfit,0
oh kkwhere take test,0
thanks temales wa wonderful thank great week,0
sea lay rock rock envelope envelope paper paper 3 word,0
good evening roger,0
charge transfer charge withdraw anyhow like,0
yar say got error,0
eh sorry leh din c ur msg sad already lar watching tv u still office,0
xmas story peace xmas msg love xmas miracle jesus hav blessed month ahead amp wish u merry xmas,0
valentine huh proof fb page ugh im glad really didnt watch rupaul show tool,0
4 costa del sol holiday å£5000 await collection call 09050090044 toclaim sae tc pobox334 stockport sk38xh costå£150pm max10mins,1
pleassssssseeeeee tel v avent done sportsx,0
thats cause old live high,0
recieve tone within next 24hrs term condition please see channel u teletext pg 750,1
didnt spring coming early yay,0
dun believe wat,0
princess bet brothas chasing,0
youre gon na way specific,0
cant pick phone right pls send message,0
hi juan im coming home fri hey course expect welcome party lot present ill phone u get back load love nicky x x x x x x x x x,0
playin space poker u,0
ok prob,0
hey time driving fri go evaluation fri,0
shop till u drop either 10k 5k å£500 cash å£100 travel voucher call 09064011000 ntt po box cr01327bt fixedline cost 150ppm mobile vary,1
nice talking please dont forget pix want see,0
first time history need comfort luxury sold price india onionrs ltgt petrolrs ltgt beerrs ltgt shesil ltgt,0
hasnt pattern recently crap weekend,0
people tour thought sofa thing sent curious sugar,0
itû÷s reassuring crazy world,0
ah poor babyhope urfeeling bettersn luv probthat overdose work hey go careful spk 2 u sn lot lovejen xxx,0
rose redred bloodblood heartheart u u send ti ur friend including u like u get back 1u r poor relation 2u need 1 support 3u r frnd 2 many 4some1 luvs u 5 some1 praying god marry u try,0
another month need chocolate weed alcohol,0
get free mobile video player free movie collect text go 89105 free extra film ordered c apply 18 yr,1
nosy guess idk reacting im freaked,0
ok lor,0
friend want drive em someplace probably take,0
gsoh good spam ladiesu could b male gigolo 2 join uk fastest growing men club reply oncall mjzgroup 087143423992stop reply stop msgå£150rcvd,1
okies ill go yan jiu skip ard oso go cine den go mrt one blah blah blah,0
yes come nyc audiitions trying relocate,0
getting anywhere damn job hunting,0
im fine hope also,0
see half hour,0
ill talk others probably come early tomorrow,0
whole car appreciated last two dad map reading semi argument apart thing going ok p,0
3 received mobile content enjoy,1
office na,0
kkim going tirunelvali week see uncle already spend amount taking dress want moneyi give feb 1,0
youwhen wil reach,0
got look scrumptious daddy want eat night long,0
lol well quality aint bad aint complaining,0
im gon na able late notice ill home week anyway plan,0
havent got da topic yet rite,0
ok im gon na head usf like fifteen minute,0
wat r u busy wif work,0
oh ok wait 4 lect havent finish,0
many company tell language,0
2004 account 07xxxxxxxxx show 786 unredeemed point claim call 08719181259 identifier code xxxxx expires 260305,1
doinghow,0
rgent 2nd attempt contact uu å£1250 call 09071512433 b4 050703 tcsbcm4235wc1n3xx callcost 150ppm mobilesvary maxå£7 50,1
aiyah e rain like quite big leh drizzling least run home,0
lmao ok wont needing u hair anymore,0
squeeeeeze christmas hug u lik frndshp den hug back u get 3 u r cute 6 u r luvd 9 u r lucky none people hate u,0
hope text meet smiling let text give reason smile beautiful day,0
guaranteed latest nokia phone 40gb ipod mp3 player å£500 prize txt word collect 83355 ibhltd ldnw15h 150pmtmsgrcvd18,1
way make sure u get train worc foregate street shrub hill fun night x,0
dont send plus hows mode,0
ok ill right later,0
u want xmas 100 free text message new video phone half price line rental call free 0800 0721072 find,1
hope great day,0
hey happened u switch ur cell whole day isnt good u care give call tomorrow,0
nofew hour beforewent hair cut,0
ranjith cal drpd deeraj deepak 5min hold,0
going college pa else ill come self pa,0
didnt get hep b immunisation nigeria,0
evo download flash jealous,0
grandma oh dear u still ill felt shit morning think hungover another night leave sat,0
hai dear friend new amp present number rajitha raj ranju,0
ive told everything stop dont let get dehydrated,0
mind ask happened dont say uncomfortable,0
someone ha contacted dating service entered phone becausethey fancy find call landline 09058098002 pobox1 w14rg 150p,1
didnt get anything da,0
got hella gas money want go grand nature adventure galileo little bit,0
cold dont sad dear,0
lol oh got friend dog,0
im coming back thursday yay gon na ok get money cheer oh yeah everything alright hows school call work,0
would great well guild could meet bristol road somewhere get touch weekend plan take flight good week,0
customer service annoncement new year delivery waiting please call 07046744435 arrange delivery,1
ok may free gym,0
excellent spent ltgt year air force iraq afghanistan stable honest like traveling,0
nothing much chillin home super bowl plan,0
weird know one point,0
get ready ltgt inch pleasure,0
kkwhen going,0
huh got lesson 4 lei n wa thinkin going sch earlier n tot parkin kent vale,0
ltgt g saw day ago guy want sell wifi ltgt 3g ltgt thats blanked,0
call get chance plz lt3,0
life mean lot love life love people life world call friend call world ge,0
sorry ill call later,0
er hello thing didnû÷t quite go plan ûò limping slowly home followed aa exhaust hanging,0
nope thats fine might nap tho,0
sweetheart hope kind day one load reason smile biola,0
mobile 11 month u r entitled update latest colour mobile camera free call mobile update co free 08002986030,1
free msg ringtonefrom httptms widelivecomindex wmlid1b6a5ecef91ff937819firsttrue180430jul05,1
lol well dont without could big sale together,0
yeah thats fine å£6 get ok,0
rushing im working im school rush go hungry,0
guess thats worried must know way body repair im quite sure shouldnt worry well take slow first test guide ovulation relax nothing youve said reason worry ill keep followin,0
hows champ leaving glasgow,0
happy sad one thing past good morning,0
someonone know trying contact via dating service find could call mobile landline 09064015307 box334sk38ch,1
hex place talk explain,0
getting touch folk waiting company txt back name age opt enjoy community 150psms,1
opening mca,0
right though cant give space want need really starting become issue wa going suggest setting definite move outif im still greece maybe ready,0
babe go day miss already love loving kiss hope everything go well,0
hoping get away 7 langport still town tonight,0
ahhhhjust woken uphad bad dream u thoso dont like u right didnt know anything comedy night guess im,0
receiving week triple echo ringtone shortly enjoy,1
u get message,0
greatest test courage earth bear defeat without losing heartgn tc,0
per request maangalyam alaipayuthe ha set callertune caller press 9 copy friend callertune,0
moneyas youmoney aint thinghow sha,0
n funny,0
er yep sure prop,0
send logo 2 ur lover 2 name joined heart txt love name1 name2 mobno eg love adam eve 07123456789 87077 yahoo pobox36504w45wq txtno 4 ad 150p,1
sorry din lock keypad,0
ya tel wats ur problem,0
today vodafone number ending 0089my last four digit selected received å£350 award number match please call 09063442151 claim å£350 award,1
networking job,0
cant keep going wa never intention run choose rather keep room clean dont say visitor maybe thats best choice yes wanted embarassed maybe youd feel feel friend want drop buy say happened morning ive tried everything dont know else,0
school starting stay whats weather like food social support system like friend school thing important,0
sorry c ur msg yar lor poor thing 4 one night tmr ull brand new room 2 sleep,0
guaranteed å£1000 cash å£2000 prizeto claim yr prize call customer service representative,1
confirm eating esplanade,0
okie scared u say fat u dun wan already,0
dear voucher holder claim week offer pc please go httpwwwetlpcoukexpressoffer tscs apply stop text txt stop 80062,1
company goodenvironment terrific food really nice,0
finished missing plenty,0
idk im sitting stop shop parking lot right bawling eye feel like im failure everything nobody want feel like im failing,0
well done luv ya,0
thats fine got enough bud last night least,0
yupz ive oredi booked slot 4 weekend liao,0
said right giggle saw u would possibly first person2die nvq think much could,0
genius whats brother pls send number skype,0
keep seeing weird shit bein woah realising actually reasonable im oh,0
always chat fact need money raise,0
oh shut omg yesterday dream 2 kid boy wa pissed kid boy even told mark dream wa changing diaper cause im getting owed face,0
haha kidding papa need drug,0
great safe trip dont panic surrender,0
shhhhh nobody supposed know,0
sure get acknowledgement astoundingly tactless generally faggy demand blood oath fo,0
damn make tonight want wait til tomorrow,0
say slowly godi love amp need youclean heart bloodsend ten special people amp u c miracle tomorrow itplspls,0
aight thanks comin,0
lol im hot air balloon,0
updatenow xmas offer latest motorola sonyericsson nokia free bluetooth double min 1000 txt orange call mobileupd8 08000839402 call2optoutf4q,1
stupidits possible,0
storming msg wen u lift phne u say hello u knw wt real meaning hello name girl yes u knw dat girl margaret hello girlfrnd f grahmbell invnted telphone moralone 4get name person,0
customer place call,0
good think could send pix would love see top bottom,0
